playlist,track_id,name,duration_ms,song_popularity,explicit_lyrics,markets,name_length,lyrics,album,album_type,record_company,genres,month,year,holiday_effect,artist,solo_group,artist_popularity_mean,artist_popularity_max,followers_mean,followers_max,GT_mean_value,GT_std_value,GT_range_value,peak,age,country_code,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
top_2019,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,213593,84,True,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",12, you good tminus niggas been countin me out im countin my bullets im loadin my clips im writin down names im makin a list im checkin it twice and im gettin em hit the real ones been dyin the fake ones is lit the game is off balance im back on my shit the bentley is dirty my sneakers is dirty but thats how i like it you all on my dick im all in my bag this hard as it get i do not snort powder i might take a sip i might hit the blunt but im liable to trip i aint poppin no pill but you do as you wish i roll with some fiends i love em to death i got a few mil but not all of them rich what good is the bread if my niggas is broke what good is first class if my niggas cant sit thats my next mission thats why i cant quit just like lebron get my niggas more chips just put the rollie right back on my wrist this watch came from drizzy he gave me a gift back when the rap game was prayin id diss they act like two legends cannot coexist but id never beef with a nigga for nothin if i smoke a rapper its gon be legit it wont be for clout it wont be for fame it wont be cause my shit aint sellin the same it wont be to sell you my latest lil sneakers it wont be cause some nigga slid in my lane everything grows its destined to change i love you lil niggas im glad that you came i hope that you scrape every dollar you can i hope you know money wont erase the pain to the ogs im thankin you now was watchin you when you was pavin the ground i copied your cadence i mirrored your style i studied the greats im the greatest right now fuck if you feel me you aint got a choice now i aint do no promo still made all that noise this year gon be different i set my intentions i promise to slap all that hate out your voice niggas been countin me out im countin my bullets im loadin my clips im writin down names im makin a list im checkin it twice and im gettin em hit the real ones been dyin the fake ones is lit the game is off balance im back on my shit the bentley is dirty my sneakers is dirty but thats how i like it you all on my dick i just poured somethin in my cup ive been wantin somethin i can feel promise i am never lettin up money in your palm dont make you real foot is on they neck i got em stuck ima give em somethin they can feel if it aint bout the squad dont give a fuck pistol in your hand dont make you real im dead in the middle of two generations im little bro and big bro all at once just left the lab with young 21 savage im bout to go and meet jigga for lunch had a long talk with the young nigga kodak reminded me of young niggas from ville straight out the projects no fakin just honest i wish that he had more guidance for real too many niggas in cycle of jail spending they birthdays inside of a cell we coming from a long bloodline of trauma we raised by our mamas lord we gotta heal we hurting our sisters the babies as well we killing our brothers they poisoned the well distorted selfimage we set up to fail ima make sure that the real gon prevail nigga i just poured somethin in my cup ive been wantin somethin i can feel promise i am never lettin up money in your palm dont make you real foot is on they neck i got em stuck ima give em somethin they can feel if it aint bout the squad dont give a fuck pistol in your hand dont make you real money in your palm dont make you real pistol in your hand dont make you real money in your palm dont make you real ,MIDDLE CHILD,single,"Independent, Universal",hip-hop/rap,1,2019,0,['J. Cole'],solo_male,88.0,88,10776698.0,10776698,14.720430107526882,14.278568305557634,98.0,[1],35,US,8,1,4,0.149,0.837,0.364,0.0,0.271,-11.713,0.276,0.463,123.984
top_2019,6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),174960,27,True,[],8,me and kurt feel the same too much pleasure is pain my girl spites me in vain all i do is complain she needs something to change need to take off the eeedge so fuck it all tonight and dont tell me to shut up when you know you talk too much but you dont got shit to say i want you out of my head i want you out of my bedroom tonight theres no way i could save you cause i need to be saved too im no good at goodbyes were both actin insane but too stubborn to change now im drinkin again 80 proof in my veins and my fingertips stained looking over the eeedge dont fuck with me tonight say you needed this heart then you got it turns out that it wasnt what you wanted and we wouldnt let go and we lost it now im a goner i want you out of my head i want you out of my bedroom tonight theres no way i could save you cause i need to be saved too im no good at goodbyes i want you out of my life i want you back here tonight im tryna cut you no knife i wanna slice you and dice you my argue possessive it got you precise can you not turn off the tv im watchin the fight i flood the garage blue diamond no shark youre barbie life doll its nicki minaj you dont need a key to drive your car on the charger i just wanna see the side the one thats unbothered and i dont want ya to never go outside i promise if they play my niggas slidin im fuckin her and the tour bus still ridin yeah yeah yeah yeah yeah i want you out of my head i want you out of my bedroom tonight theres no way i could save you cause i need to be saved too im no good at goodbyes goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye im no good at goodbyes goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye im no good at goodbyes,Goodbyes (Feat. Young Thug),single,Universal,hip-hop/rap,7,2019,1,"['Post Malone', 'Young Thug']",group_male,93.0,95,14881135.5,24646235,43.784946236559136,12.319607680992064,71.5,"[1, 0]",26,US,5,1,4,0.447,0.58,0.653,0.0,0.111,-3.818,0.0745,0.175,150.231
top_2019,1rqqCSm0Qe4I9rUvWncaom,High Hopes,190946,86,False,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",10, high high hopes had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes mama said fulfill the prophecy be something greater go make a legacy manifest destiny back in the days we wanted everything wanted everything mama said burn your biographies rewrite your history light up your wildest dreams museum victories every day we wanted everything wanted everything mama said dont give up its a little complicated all tied up no more love and id hate to see you waiting had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes mama said its uphill for oddities the stranger crusaders aint ever wannabes the weird and the novelties dont ever change we wanted everything wanted everything stay up on that rise stay up on that rise and never come down oh stay up on that rise stay up on that rise and never come down mama said dont give up its a little complicated all tied up no more love and id hate to see you waiting they say its all been done but they havent seen the best of meeheheh so i got one more run and its gonna be a sight to seeeheheh had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes had to have high high hopes for a living shooting for the stars when i couldnt make a killing didnt have a dime but i always had a vision always had high high hopes had to have high high hopes for a living didnt know how but i always had a feeling i was gonna be that one in a million always had high high hopes ,Pray for the Wicked,album,"Independent, Warner",pop,6,2018,1,['Panic! At The Disco'],group_male,85.0,85,9329619.0,9329619,27.8478261,12.4617523,85.0,[1],32,US,5,1,4,0.193,0.579,0.904,0.0,0.064,-2.729,0.0618,0.681,82.014
top_2019,0KoiMHhqKLoL4xM54rcWYY,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,74,True,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",9,  wooh ohoh báilame como si fuera la última vez y enséñame ese pasito que no sé un besito bien suavecito bebé taki taki taki taki rumba wooh ohoh hi music hi flow báilame como si fuera la última vez y enséñame ese pasito que no sé un besito bien suavecito bebé taki taki taki taki taki taki quiere un besito o un ñaqui booty explota como nagasaki prende los motores kawasaki que la disco está llena y llegaron los anunnakis no le bajes el booty sobresale de tu traje no trajo pantisito pa que el nene no trabaje es que yo me sé lo que ella cree que ella se sabe cuenta que no quiere pero me tiene espionaje eheh el booty sobresale de tu traje no trajo pantisito pa que el nene no trabaje es que yo me sé lo que ella cree que ella se sabe cuenta que no quiere pero me tiene espionaje eheh báilame como si fuera la última vez y enséñame ese pasito que no sé un besito bien suavecito bebé taki taki taki taki rumba wooh ohoh hi music hi flow bardi he said he wanna to touch it and tease it and squeeze it well my piggy bank is hungry my nigga you need to feed it if the text aint freaky i dont wanna read it and just to let you know this punani is undefeated ayy he said he really wanna see me more i said we should have a datewhere at the lamborghini store im kinda scary hard to read im like a ouija board but im a boss bitch who you gonna leave me for you hoes got no class you bitches is broke still i be talking cash shit while im popping my gold grill im a whole rich bitch and i work like im broke still but the love be so fake but the hate be so real uh el booty sobresale de mi traje no traje pantisito pa que el nene no trabaje e que yo me sé lo que tú cree que tú no sabe dice que no quiere pero se quiere comer el equipaje báilame como si fuera la última vez y enséñame ese pasito que no sé un besito bien suavecito bebé taki taki taki taki rumba wooh ohoh careful when you come through my way my body already know how to play work it keep it tight everyday and i i i know you need a taste when i ooh youre fallin in love give a little oohooh get it well done dancing on my ooh make your girl wanna run we keep moving til the sun come up porque i am the party yo soy fiesta blow out your candles have a siesta they can try pero no one can stop me what my taki taki wants yeah my taki taki gets uh báilame como si fuera la última vez y enséñame ese pasito que no sé un besito bien suavecito bebé taki taki taki taki rumba wooh ohoh hi music hi flow taki taki taki taki ,Carte Blanche,album,Universal,dance,7,2019,1,"['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",group_mixed,88.5,93,15261953.75,22620630,33.77150537634408,12.510173605919569,78.0,"[2, 0, 0, 0]",28,"FR, PR, US",8,0,4,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,0.617,95.881
top_2019,1lOe9qE0vR9zwWQAOk6CoO,Ransom,131240,88,True,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",6, turn you to a dancer yeah internet money bitch i got black i got white what you want hop outside a ghost and hop up in a phantom i know im bout to blow i aint dumb they try to take my flow i take they ass for ransom i know that im gone they see me blowin up now they say they want some i got two twin glocks turn you to a dancer i see two twin opps leave em on a banner and i got two thick thots wanna link the gang yeah i got red i got blue what you want the chanel or balenciaga louis and vuitton she know i got the fendi prada when i hit milan i needed me a die or rider i need me the one i started from the bottom you could see the way i stunt i want all the diamonds i want that shit to weigh a ton the opps they tryna line me cause they hate the place im from but them niggas dont know me they just know the place im from i got lots of shawties tryna pull up to my place but you aint want me last year so just get up out my face they all up in my inbox so i know they want a taste i know they want my downfall lil nigga are you laced i got black i got white what you want hop outside a ghost and hop up in a phantom i know im bout to blow i aint dumb they try to take my flow i take they ass for ransom i know that im gone they see me blowin up now they say they want some i got two twin glocks turn you to a dancer i see two twin opps leave em on a banner and i got two thick thots wanna link the gang yeah i got black i got white what you want hop outside a ghost and hop up in a phantom i know im bout to blow i aint dumb they try to take my flow i take they ass for ransom i know that im gone they see me blowin up now they say they want some i got two twin glocks turn you to a dancer i see two twin opps leave em on a banner and i got two thick thots wanna link the gang yeah ,We Love You Tecca,album,Universal,hip-hop/rap,8,2019,1,['Lil Tecca'],solo_male,84.0,84,2162468.0,2162468,32.38709677419355,18.95649037531021,89.0,[1],17,US,7,0,4,0.0204,0.745,0.642,0.0,0.0658,-6.257,0.287,0.226,179.974
top_2019,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),180522,84,True,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",9, yeah jeez jeez back home smokin legal i got more slaps than the beatles foreign shit runnin on diesel dawg playin with my name that shit is lethal dawg don corleone trust me at the top it isnt lonely everybody actin like they know me dawg dont just say youre down you gotta show me bring the clip back empty you asked to see the boss so they sent me dawg i just broke her off with a 10piece dawg that aint nothin im just bein friendly dawg its just a lil 10piece for her just to blow it in the mall doesnt mean that were involved i just what i just uh put a richard on the card i aint grow up playin ball but ill show you how the fuck you gotta do it if you really wanna ball til you fall when your back against the wall and a bunch of niggas need you to go away still goin bad on em anyway saw you last night but did it broad day yeah lot of murakami in the hallway got a sticky and i keep it at my dawgs place girl i left your love at magic now its all shade still goin bad on you anyway woah woah ooh woah woah woah ah i could fit like 80 racks in my amiris me and drizzy backtoback its gettin scary if you fuckin with my opps just dont come near me put some bands all on your head like jason terry richard mille cost a lambo known to keep the baddest bitches on commando every time im in my trap i move like rambo aint a neighborhood in philly that i cant go for real she said oh you rich rich bitch i graduated call me big fish i got lori harvey on my wish list thats the only thing i want for christmas ive been had my way out here yeah know thats facts you aint livin that shit you say yeah we know thats cap you aint got to ask me when you see me know im strapped dc ovo we back again we goin plat its just a lil 10piece for her just to blow it in the mall doesnt mean that were involved i just what i just uh put a richard on the card i aint grow up playin ball but ill show you how the fuck you gotta do it if you really wanna ball til you fall when your back against the wall and a bunch of niggas need you to go away still goin bad on em anyway saw you last night but did it broad day wheezy outta here ,Championships,album,Warner,hip-hop/rap,11,2018,0,"['Meek Mill', 'Drake']",group_male,91.0,98,25298813.0,46472308,34.46774193548387,12.722519694421816,76.0,"[1, 0]",32,"CA, US",4,0,4,0.259,0.889,0.496,0.0,0.252,-6.365,0.0905,0.544,86.003
top_2019,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,178480,84,False,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",16, when im underneath the bright lights when im tryna have a good time cause im good now you aint mine now now now now dont call me up when youre looking at my photos getting hot losing control you want me more now i let go now now now now im over you and i dont need your lies no more cause the truth is without you boy im stronger and i know you said that i changed with my cold heart but it was your game that left scars ooh im over you dont call me up im going out tonight feeling good now youre outta my life dont wanna talk about us gotta leave it behind one drink and youre outta my mind now now take it up baby im on a high youre alone going out of your mind when im here up in the club and i dont wanna talk so dont call me up cause im here looking fine babe and i got eyes looking my way and everybodys on my vibe babe now now now now dont call me up my friends said you were a bad man i should have listened to them back then and now youre tryna hit me up again now now now now im over you and i dont need your lies no more cause the truth is without you boy im stronger and i know you said that i changed with my cold heart but it was your game that left scars ooh im over you dont call me up im going out tonight feeling good now youre outta my life dont wanna talk about us gotta leave it behind one drink and youre outta my mind now now take it up baby im on a high youre alone going out of your mind when im here up in the club and i dont wanna talk so dont call me up dont call me up so dont call me up dont call me up im over you and i dont need your lies no more cause the truth is without you boy im stronger and i know you said that i changed with my cold heart but it was your game that left scars ooh im over you dont call me up im going out tonight feeling good now youre outta my life dont wanna talk about us gotta leave it behind one drink and youre outta my mind now now take it up baby im on a high youre alone going out of your mind when im here up in the club and i dont wanna talk so dont call me up ,Ivy To Roses (Mixtape),album,Universal,pop,1,2019,0,['Mabel'],solo_female,80.0,80,723965.0,723965,70.11827956989248,11.116819867411246,49.0,[0],24,ES,9,1,4,0.296,0.674,0.881,3.01e-06,0.0793,-2.853,0.147,0.234,98.994
top_2019,2TH65lNHgvLxCKXM3apjxI,Callaita,250533,87,True,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",8,  se acostó temprano mañana hay que estudiar eh pero llamó a la amiga diciendo pa janguear eh tiene un culito ahí que le acabó de textear eh pero en bajita ella no e de frontear ella e callaíta pero pal sexo e atrevida yo sé marihuana y bebida gozándose la vida como es ella e callaíta pero pal sexo e atrevida yo sé marihuana y bebida gozándose la vida como es ella no era así ella no era así no sé quién la dañó ella no era así ella no era así no sé quién la dañó pero ahora enrola y lo prende es panita del que vende ey nena mala de repente no sé si me miente pero sé que tiene má de 20 lo shot de tequila ni lo siente ahora ve la vida diferente buena pero le gustan delincuente la baby llega y se siente la presión ella ni trata y llama la atención ey el perreo e su profesión siempre puesta pa la misión la baby llega y se siente la presión ella ni trata y llama la atención ey el perreo e su profesión siempre puesta pa la misión eeeeeella e callaíta pero pal sexo e atrevida yo sé marihuana y bebida gozándose la vida como es ella e callaíta pero pal sexo e atrevida yo sé marihuana y bebida gozándose la vida como es se dejó hace poco y tiene vida nueva anda con una amiga que e como su jeva que le trajo 512 pa que se las beba ella es callaíta no e que no se atreva si hay sol hay playa si hay playa hay alcohol si hay alcohol hay sexo si e contigo mejor si hay sol hay playa si hay playa hay alcohol si hay alcohol hay sexo si e contigo mejor quítate la ropa que hace calor día de playa noche de terror en la gaveta dejó el temor pa las envidiosa paz y amor yeh yeh yehyehyeheh tainy tainy ey bad bunny baby bebé ella e callaíta pero pal sexo e atrevida yo sé marihuana y bebida gozándose la vida como es ella e callaíta pero pal sexo e atrevida yo sé marihuana y bebida gozándose la vida como es ella no era así ella no era así no sé quién la dañó ella no era así ella no era así no sé quién la dañó pero  ,Callaita,single,Independent,latin/reggaeton,5,2019,1,"['Bad Bunny', 'Tainy']",group_male,90.5,100,10404092.5,20734201,42.52688172043011,16.05767217922338,85.0,"[0, 0]",28,PR,2,1,4,0.6,0.61,0.624,2.12e-06,0.243,-4.773,0.309,0.244,176.169
top_2019,116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),210367,82,False,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",3, bless them ay there aint no second guess then you done know so right now we carry di guess fi di gyal dem bad bunny drake sp bad bunny baby bebé yehyehyehyeh yeah todos están pendiente a ti pero tú puesta pa mí haciendo que me odien más porque todos te quieren probar lo que no saben es que no te dejas llevar de cualquiera y todos te quieren probar lo que no saben es que hoy yo te voy a buscar dile que tú eres mía mía tú sabe que eres mía mía tú misma lo decías cuando yo te lo hacía yeh dile que tú eres mía mía tú sabe que eres mía mía tú misma lo decías cuando yo te lo hacía yehyehyehyeh bebé yo soy fan de tu caminar te doy todo lo mío hasta mi respirar contigo veo todo como en espiral quiero tirarnos foto y que se hagan viral girl cause the sitn weh you got that is for me when you see me you must fling it up give me dont timid anytime you want girl me will work with it cause me loving how you flip it and a dip it make we take it to the limit bebé yo soy tuyo na más diles que conmigo te vas que dejen de tirarte que a ti nadie va a tocarte dile que tú eres mía mía tú sabe que eres mía mía tú misma lo decías cuando yo te lo hacía yeh dile que tú eres mía mía tú sabe que eres mía mía tú misma lo decías cuando yo te lo hacía girl cause i got the key to pull the lock just like a ship out at sea me want to dock electric keely 20 to give the shock so keep pressing it back press it back on the rack girl yo soy tu romeo pero no santo a estos bobo con la forty los espanto cause dem fool dem nuh know how fi dweet baby girl yuh know seh mi giving you the treat rapido rapido put it back pon repeat baby girl yuh know seh mi give yuh love sweet buss it up up inna your belly whole heap make the volcano blaze can you feel the heat well caliente me a di presidente give you excellente yuh know mi will dweet spread out your legs when we under the sheet work of the century keep it discreet gyal dile que tú eres mía mad people thing they should know its the vibe dom da bomb give it to di girl dem all night long dile que tú eres mía desde la high el yerno favorito de tu mai el capo que tenía to las jordans y las nike dile a estos bobos que dejen de darte like quiero otra noche entera pa recordar los tiempos en la escalera dile que yo no soy cualquiera yo soy tu primero tú eres mi primera dile que tú eres mía mía tú sabe que eres mía mía tú misma lo decías cuando yo te lo hacía dile que tú eres mía mía tú sabe que eres mía mía tú misma lo decías cuando yo te lo hacía ,MIA (feat. Drake),single,Warner,hip-hop/rap,10,2018,0,"['Bad Bunny', 'Drake']",group_male,99.0,100,33603254.5,46472308,50.483870967741936,13.184415817607283,67.5,"[1, 0]",29,"CA, PR",6,0,4,0.0141,0.817,0.539,0.000496,0.099,-6.349,0.0621,0.158,97.062
top_2019,5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,173325,77,True,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UY', 'VN', 'ZA']",11, why men great til they gotta be great woo i just took a dna test turns out im 100 that bitch even when im crying crazy yeah i got boy problems thats the human in me bling bling then i solve em thats the goddess in me you coulda had a bad bitch noncommittal help you with your career just a little youre posed to hold me down but youre holding me back and thats the sound of me not calling you back why men great til they gotta be great dont text me tell it straight to my face best friend sat me down in the salon chair shampoo press get you out of my hair fresh photos with the bomb lighting new man on the minnesota vikings truth hurts needed something more exciting bom bom bi dom bi dum bum bay you tried to break my heart oh that breaks my heart that you thought you ever had it no you aint from the start hey im glad youre back with your bitch i mean who would wanna hide this i will never ever ever ever ever be your side chick i put the sing in single aint worried bout a ring on my finger so you can tell your friend shoot your shot when you see him its okay he already in my dms why men great til they gotta be great dont text me tell it straight to my face best friend sat me down in the salon chair shampoo press get you out of my hair fresh photos with the bomb lighting new man on the minnesota vikings truth hurts needed something more exciting bom bom bi dom bi dum bum bay ima hit you back in a minute i dont play tag bitch i been it we dont fuck with lies we dont do goodbyes we just keep it pushing like ayayay ima hit you back in a minute i dont play tag bitch i been it we dont fuck with lies we dont do goodbyes we just keep it pushing like ayayay why men great til they gotta be great dont text me tell it straight to my face best friend sat me down in the salon chair shampoo press get you out of my hair fresh photos with the bomb lighting new man on the minnesota vikings truth hurts needed something more exciting bom bom bi dom bi dum bum bay with the bomb lighting minnesota vikings yee eh yeah yeah yeah ,Cuz I Love You (Deluxe),album,"Independent, Warner",hip-hop/rap,5,2019,1,['Lizzo'],solo_female,83.0,83,2561401.0,2561401,26.0,22.413602236530195,94.0,[0],32,US,4,0,4,0.11,0.715,0.624,0.0,0.123,-3.046,0.114,0.412,158.087
